order_number purchase_amount order_date customer_id category
3337 457.72410940448657 "2014-01-22 11:20:17.400870040" 3767 Pants
3338 507.07123318967956 "2014-01-22 16:45:05.895294760" 3943 Tops
3339 847.782605496022 "2014-01-22 22:09:54.389719480" 3245 Outerwear
3340 330.22617646062713 "2014-01-23 03:34:42.884144200" 3658 Outerwear
3341 188.4463775708056 "2014-01-23 08:59:31.378568920" 3410 Tops
3342 210.1200810145828 "2014-01-23 14:24:19.872993648" 3788 Tops
3343 255.78540657434817 "2014-01-23 19:49:08.367418368" 3362 Tops
3344 594.606832439169 "2014-01-24 01:13:56.861843088" 3485 Dresses
3345 786.572811321875 "2014-01-24 06:38:45.356267808" 3315 Pants
3346 488.632850621633 "2014-01-24 12:03:33.850692528" 3292 Tops
3347 232.46019566915854 "2014-01-24 17:28:22.345117248" 3075 Tops
3348 313.5313561109639 "2014-01-24 22:53:10.839541968" 3943 Pants
3349 480.29038069453543 "2014-01-25 04:17:59.333966696" 3985 Dresses
3350 501.8038403935718 "2014-01-25 09:42:47.828391416" 3744 Outerwear
3351 425.60412703322265 "2014-01-25 15:07:36.322816136" 3706 Dresses
3352 150.8220215050081 "2014-01-25 20:32:24.817240856" 3407 Outerwear
3353 805.4158422243883 "2014-01-26 01:57:13.311665576" 3999 Tops
3354 103.35727301096391 "2014-01-26 07:22:01.806090296" 3613 Dresses
3355 277.01374550882474 "2014-01-26 12:46:50.300515024" 3460 Dresses
3356 892.4986583121101 "2014-01-26 18:11:38.794939744" 3948 Outerwear
3357 188.86449145617547 "2014-01-26 23:36:27.289364464" 3835 Pants
3358 333.21773952388384 "2014-01-27 05:01:15.783789184" 3427 Dresses
3359 677.7529130476512 "2014-01-27 10:26:04.278213904" 3791 Outerwear
3360 851.467145674383 "2014-01-27 15:50:52.772638624" 3137 Pants
3361 231.81902732847718 "2014-01-27 21:15:41.267063344" 3582 Pants
3362 358.3556198641162 "2014-01-28 02:40:29.761488072" 3182 Tops
3363 841.032465500984 "2014-01-28 08:05:18.255912792" 3241 Outerwear
3364 732.1494181716752 "2014-01-28 13:30:06.750337512" 3834 Pants
3365 328.88320713621926 "2014-01-28 18:54:55.244762232" 3990 Outerwear
3366 117.09368467053258 "2014-01-29 00:19:43.739186952" 3528 Tops
3367 731.2915536435743 "2014-01-29 05:44:32.233611672" 3695 Outerwear
3368 546.1542580795209 "2014-01-29 11:09:20.728036400" 3586 Tops
3369 594.1091601077904 "2014-01-29 16:34:09.222461120" 3756 Outerwear
3370 485.9855610591169 "2014-01-29 21:58:57.716885840" 3791 Tops
3371 121.46795735190732 "2014-01-30 03:23:46.211310560" 3460 Outerwear
3372 486.13648403292586 "2014-01-30 08:48:34.705735280" 3077 Dresses
3373 61.92372924741163 "2014-01-30 14:13:23.200160000" 3733 Outerwear
3374 960.5474801723452 "2014-01-30 19:38:11.694584720" 3106 Pants
3375 676.7227280439042 "2014-01-31 01:03:00.189009448" 3634 Outerwear
3376 420.82359779929175 "2014-01-31 06:27:48.683434168" 3353 Tops
3377 537.8212228641606 "2014-01-31 11:52:37.177858888" 3229 Outerwear
3378 347.3213718196262 "2014-01-31 17:17:25.672283608" 3380 Dresses
3379 423.813199160814 "2014-01-31 22:42:14.166708328" 3716 Tops
3380 394.22206539675176 "2014-02-01 04:07:02.661133048" 3068 Tops
3381 866.6600418478474 "2014-02-01 09:31:51.155557776" 3961 Tops
3382 703.6963198888188 "2014-02-01 14:56:39.649982496" 3967 Tops
3383 611.30365983999 "2014-02-01 20:21:28.144407216" 3439 Dresses
3384 178.03548609926997 "2014-02-02 01:46:16.638831936" 3939 Outerwear
3385 998.6350574469842 "2014-02-02 07:11:05.133256656" 3746 Tops
3386 154.298901760848 "2014-02-02 12:35:53.627681376" 3825 Outerwear
3387 208.10220008937603 "2014-02-02 18:00:42.122106096" 3085 Pants
3388 495.1168959569226 "2014-02-02 23:25:30.616530824" 3165 Dresses
3389 482.6069142147558 "2014-02-03 04:50:19.110955544" 3013 Dresses
3390 602.1234578922928 "2014-02-03 10:15:07.605380264" 3135 Outerwear
3391 600.9211490608895 "2014-02-03 15:39:56.099804984" 3709 Outerwear
3392 387.88448398421446 "2014-02-03 21:04:44.594229704" 3562 Dresses
3393 21.450342678212216 "2014-02-04 02:29:33.088654424" 3914 Dresses
3394 630.688359345419 "2014-02-04 07:54:21.583079152" 3616 Tops
3395 515.7251484548844 "2014-02-04 13:19:10.077503872" 3615 Dresses
3396 597.6647254736037 "2014-02-04 18:43:58.571928592" 3241 Tops
3397 314.3804013773457 "2014-02-05 00:08:47.066353312" 3745 Outerwear
3398 731.7754678591751 "2014-02-05 05:33:35.560778032" 3140 Outerwear
3399 501.98775009471694 "2014-02-05 10:58:24.055202752" 3240 Outerwear
3400 468.44733392260906 "2014-02-05 16:23:12.549627472" 3108 Tops
3401 928.1714844681519 "2014-02-05 21:48:01.044052200" 3153 Outerwear
3402 34.55612634574268 "2014-02-06 03:12:49.538476920" 3818 Tops
3403 818.1159482452674 "2014-02-06 08:37:38.032901640" 3605 Pants
3404 491.1246717194124 "2014-02-06 14:02:26.527326360" 3289 Pants
3405 252.82460710603 "2014-02-06 19:27:15.021751080" 3045 Pants
3406 449.58405787150525 "2014-02-07 00:52:03.516175800" 3521 Pants
3407 305.8083935586201 "2014-02-07 06:16:52.010600528" 3504 Outerwear
3408 520.6035781240944 "2014-02-07 11:41:40.505025248" 3316 Outerwear
3409 991.2419665196943 "2014-02-07 17:06:28.999449968" 3010 Dresses
3410 815.3550899542412 "2014-02-07 22:31:17.493874688" 3188 Outerwear
3411 688.8623878822292 "2014-02-08 03:56:05.988299408" 3228 Outerwear
3412 752.4805237123111 "2014-02-08 09:20:54.482724128" 3170 Dresses
3413 183.37562627469765 "2014-02-08 14:45:42.977148848" 3622 Dresses
3414 502.497410435438 "2014-02-08 20:10:31.471573576" 3734 Dresses
3415 965.2253957644674 "2014-02-09 01:35:19.965998296" 3738 Pants
3416 635.8781722556101 "2014-02-09 07:00:08.460423016" 3602 Tops
3417 572.3369976581213 "2014-02-09 12:24:56.954847736" 3137 Tops
3418 543.3251747853263 "2014-02-09 17:49:45.449272456" 3959 Tops
3419 454.86013084835935 "2014-02-09 23:14:33.943697176" 3417 Outerwear
3420 771.2722229779798 "2014-02-10 04:39:22.438121904" 3467 Pants
3421 159.80827246106114 "2014-02-10 10:04:10.932546624" 3490 Outerwear
3422 530.6644354028399 "2014-02-10 15:28:59.426971344" 3414 Pants
3423 107.2837829249675 "2014-02-10 20:53:47.921396064" 3015 Tops
3424 366.0587996957874 "2014-02-11 02:18:36.415820784" 3246 Tops
3425 896.9173206436583 "2014-02-11 07:43:24.910245504" 3095 Outerwear
3426 530.5494432654011 "2014-02-11 13:08:13.404670224" 3867 Dresses
3427 668.5175012292143 "2014-02-11 18:33:01.899094952" 3486 Pants
3428 995.2000648912152 "2014-02-11 23:57:50.393519672" 3157 Outerwear
3429 454.2707821342872 "2014-02-12 05:22:38.887944392" 3731 Dresses
3430 491.9163215388229 "2014-02-12 10:47:27.382369112" 3983 Tops
3431 913.0688038139369 "2014-02-12 16:12:15.876793832" 3855 Dresses
3432 970.1505013991446 "2014-02-12 21:37:04.371218552" 3704 Outerwear
3433 566.4726556953943 "2014-02-13 03:01:52.865643280" 3196 Outerwear
3434 684.8215458723774 "2014-02-13 08:26:41.360068000" 3451 Tops
3435 311.1559347033059 "2014-02-13 13:51:29.854492720" 3597 Dresses
3436 184.69139461511256 "2014-02-13 19:16:18.348917440" 3444 Pants
3437 98.73337771939269 "2014-02-14 00:41:06.843342160" 3949 Outerwear
3438 563.6246963135069 "2014-02-14 06:05:55.337766880" 3645 Tops
3439 176.88621430718908 "2014-02-14 11:30:43.832191600" 3451 Pants
3440 511.4821770993366 "2014-02-14 16:55:32.326616328" 3263 Tops
3441 442.5214361697648 "2014-02-14 22:20:20.821041048" 3963 Outerwear
3442 417.1889483920125 "2014-02-15 03:45:09.315465768" 3726 Outerwear
3443 542.6093121354045 "2014-02-15 09:09:57.809890488" 3754 Outerwear
3444 243.12580106436474 "2014-02-15 14:34:46.304315208" 3809 Tops
3445 716.2021154574227 "2014-02-15 19:59:34.798739928" 3800 Outerwear
3446 382.11147172415 "2014-02-16 01:24:23.293164656" 3957 Tops
3447 307.9849449738021 "2014-02-16 06:49:11.787589376" 3454 Dresses
3448 36.422045175409664 "2014-02-16 12:14:00.282014096" 3473 Pants
3449 605.3152913597474 "2014-02-16 17:38:48.776438816" 3186 Tops
3450 732.0331717806217 "2014-02-16 23:03:37.270863536" 3480 Pants
3451 379.36846034500405 "2014-02-17 04:28:25.765288256" 3480 Dresses
3452 204.84428399805066 "2014-02-17 09:53:14.259712976" 3127 Outerwear
3453 230.3615138258757 "2014-02-17 15:18:02.754137704" 3947 Tops
3454 147.37833857170236 "2014-02-17 20:42:51.248562424" 3368 Dresses
3455 698.316210954271 "2014-02-18 02:07:39.742987144" 3582 Outerwear
3456 567.6155327329734 "2014-02-18 07:32:28.237411864" 3294 Pants
3457 888.7217441681995 "2014-02-18 12:57:16.731836584" 3917 Pants
3458 276.84108988548957 "2014-02-18 18:22:05.226261304" 3701 Tops
3459 930.3216248736128 "2014-02-18 23:46:53.720686032" 3467 Pants
3460 852.2714286911037 "2014-02-19 05:11:42.215110752" 3499 Pants
3461 111.21632367619004 "2014-02-19 10:36:30.709535472" 3897 Outerwear
3462 624.122515362038 "2014-02-19 16:01:19.203960192" 3280 Dresses
3463 122.03814015436727 "2014-02-19 21:26:07.698384912" 3961 Dresses
3464 748.8091852969741 "2014-02-20 02:50:56.192809632" 3952 Outerwear
3465 795.7976709509134 "2014-02-20 08:15:44.687234352" 3197 Tops
3466 193.56611959555138 "2014-02-20 13:40:33.181659080" 3327 Dresses
3467 972.5531448796124 "2014-02-20 19:05:21.676083800" 3898 Tops
3468 607.0127544380741 "2014-02-21 00:30:10.170508520" 3717 Dresses
3469 66.06806115758044 "2014-02-21 05:54:58.664933240" 3709 Dresses
3470 401.78498568947595 "2014-02-21 11:19:47.159357960" 3429 Pants
3471 280.6117894857961 "2014-02-21 16:44:35.653782680" 3407 Pants
3472 129.83233771349256 "2014-02-21 22:09:24.148207408" 3101 Dresses
3473 135.24533735409864 "2014-02-22 03:34:12.642632128" 3448 Tops
3474 580.9876637600122 "2014-02-22 08:59:01.137056848" 3671 Pants
3475 758.7588541942378 "2014-02-22 14:23:49.631481568" 3356 Tops
3476 225.24795738589148 "2014-02-22 19:48:38.125906288" 3091 Dresses
3477 179.2068166412359 "2014-02-23 01:13:26.620331008" 3549 Pants
3478 117.23478403695866 "2014-02-23 06:38:15.114755728" 3260 Pants
3479 605.173032515444 "2014-02-23 12:03:03.609180456" 3116 Outerwear
3480 483.97984492654 "2014-02-23 17:27:52.103605176" 3093 Outerwear
3481 672.5991747856245 "2014-02-23 22:52:40.598029896" 3641 Outerwear
3482 430.4145918234442 "2014-02-24 04:17:29.092454616" 3124 Dresses
3483 316.6798526684687 "2014-02-24 09:42:17.586879336" 3222 Dresses
3484 373.559901339207 "2014-02-24 15:07:06.081304056" 3558 Dresses
3485 719.1512910432365 "2014-02-24 20:31:54.575728784" 3954 Outerwear
3486 83.51011032307399 "2014-02-25 01:56:43.070153504" 3366 Pants
3487 433.4969384714475 "2014-02-25 07:21:31.564578224" 3065 Pants
3488 872.6404903269536 "2014-02-25 12:46:20.059002944" 3292 Dresses
3489 842.592279236214 "2014-02-25 18:11:08.553427664" 3122 Pants
3490 107.65347045769424 "2014-02-25 23:35:57.047852384" 3376 Pants
3491 695.5185155884507 "2014-02-26 05:00:45.542277104" 3122 Outerwear
3492 387.0064512151845 "2014-02-26 10:25:34.036701832" 3488 Dresses
3493 412.2415212557641 "2014-02-26 15:50:22.531126552" 3568 Pants
3494 485.96516491998017 "2014-02-26 21:15:11.025551272" 3242 Pants
3495 615.2034916285238 "2014-02-27 02:39:59.519975992" 3556 Pants
3496 628.7434329808632 "2014-02-27 08:04:48.014400712" 3485 Pants
3497 440.5598433211852 "2014-02-27 13:29:36.508825432" 3564 Dresses
3498 323.1067724872841 "2014-02-27 18:54:25.003250160" 3959 Tops
3499 974.5215052036232 "2014-02-28 00:19:13.497674880" 3455 Pants
3500 970.428513573885 "2014-02-28 05:44:01.992099600" 3599 Outerwear
3501 991.0790851553207 "2014-02-28 11:08:50.486524320" 3058 Dresses
3502 182.83372206772276 "2014-02-28 16:33:38.980949040" 3856 Tops
3503 223.1024041675693 "2014-02-28 21:58:27.475373760" 3817 Dresses
3504 687.4280101959905 "2014-03-01 03:23:15.969798488" 3495 Outerwear
3505 522.9040288936105 "2014-03-01 08:48:04.464223208" 3652 Pants
3506 482.8992593380926 "2014-03-01 14:12:52.958647928" 3950 Outerwear
3507 567.6506267745448 "2014-03-01 19:37:41.453072648" 3123 Pants
3508 481.8561757455256 "2014-03-02 01:02:29.947497368" 3853 Pants
3509 481.97784764412836 "2014-03-02 06:27:18.441922088" 3542 Outerwear
3510 573.7949762097694 "2014-03-02 11:52:06.936346808" 3571 Pants
3511 961.0447698325844 "2014-03-02 17:16:55.430771536" 3634 Tops
3512 155.59202405605518 "2014-03-02 22:41:43.925196256" 3825 Pants
3513 755.2050482300745 "2014-03-03 04:06:32.419620976" 3258 Outerwear
3514 18.095090571562274 "2014-03-03 09:31:20.914045696" 3020 Outerwear
3515 235.8498947271401 "2014-03-03 14:56:09.408470416" 3450 Pants
3516 966.8804268806286 "2014-03-03 20:20:57.902895136" 3160 Tops
3517 998.0027976622221 "2014-03-04 01:45:46.397319864" 3920 Tops
3518 878.1744924031358 "2014-03-04 07:10:34.891744584" 3529 Pants
3519 77.10380110504526 "2014-03-04 12:35:23.386169304" 3307 Tops
3520 191.76875249820486 "2014-03-04 18:00:11.880594024" 3425 Pants
3521 797.2493473585706 "2014-03-04 23:25:00.375018744" 3510 Outerwear
3522 823.526597687359 "2014-03-05 04:49:48.869443464" 3427 Pants
3523 297.536560733344 "2014-03-05 10:14:37.363868184" 3996 Outerwear
3524 81.03315940315407 "2014-03-05 15:39:25.858292912" 3540 Pants
3525 890.4051089616041 "2014-03-05 21:04:14.352717632" 3293 Tops
3526 198.2547108964125 "2014-03-06 02:29:02.847142352" 3503 Dresses
3527 595.1348664014623 "2014-03-06 07:53:51.341567072" 3319 Dresses
3528 39.02263637136383 "2014-03-06 13:18:39.835991792" 3559 Tops
3529 91.62051875676379 "2014-03-06 18:43:28.330416512" 3268 Pants
3530 440.96763517751225 "2014-03-07 00:08:16.824841240" 3356 Outerwear
3531 307.6452065719546 "2014-03-07 05:33:05.319265960" 3691 Pants
3532 651.999883769974 "2014-03-07 10:57:53.813690680" 3333 Dresses
3533 803.5314254479501 "2014-03-07 16:22:42.308115400" 3633 Dresses
3534 143.00192765686225 "2014-03-07 21:47:30.802540120" 3660 Tops
3535 632.8609302997986 "2014-03-08 03:12:19.296964840" 3867 Pants
3536 831.2315147657763 "2014-03-08 08:37:07.791389560" 3640 Pants
3537 113.34988387994879 "2014-03-08 14:01:56.285814288" 3736 Pants
3538 188.20849229276095 "2014-03-08 19:26:44.780239008" 3380 Dresses
3539 515.0680653521251 "2014-03-09 00:51:33.274663728" 3362 Outerwear
3540 467.78773334323233 "2014-03-09 06:16:21.769088448" 3157 Dresses
3541 291.7813650273567 "2014-03-09 11:41:10.263513168" 3161 Tops
3542 61.50844075776713 "2014-03-09 17:05:58.757937888" 3811 Outerwear
3543 648.3188961011971 "2014-03-09 22:30:47.252362616" 3688 Pants
3544 389.42543531772384 "2014-03-10 03:55:35.746787336" 3070 Outerwear
3545 660.9648106140045 "2014-03-10 09:20:24.241212056" 3786 Dresses
3546 324.44111419655474 "2014-03-10 14:45:12.735636776" 3827 Dresses
3547 514.589536809543 "2014-03-10 20:10:01.230061496" 3684 Tops
3548 502.9250518324737 "2014-03-11 01:34:49.724486216" 3461 Pants
3549 638.2965403825782 "2014-03-11 06:59:38.218910936" 3594 Dresses
3550 551.0570210241152 "2014-03-11 12:24:26.713335664" 3450 Outerwear
3551 597.5655458639969 "2014-03-11 17:49:15.207760384" 3063 Outerwear
3552 462.710922730483 "2014-03-11 23:14:03.702185104" 3060 Outerwear
3553 644.2906908343116 "2014-03-12 04:38:52.196609824" 3268 Dresses
3554 805.328700115228 "2014-03-12 10:03:40.691034544" 3830 Tops
3555 310.07509481939223 "2014-03-12 15:28:29.185459264" 3383 Dresses
3556 590.050227658768 "2014-03-12 20:53:17.679883992" 3138 Outerwear
3557 180.99293944880233 "2014-03-13 02:18:06.174308712" 3990 Dresses
3558 81.96854524026156 "2014-03-13 07:42:54.668733432" 3042 Dresses
3559 415.38617660382937 "2014-03-13 13:07:43.163158152" 3399 Dresses
3560 907.9203730208505 "2014-03-13 18:32:31.657582872" 3222 Outerwear
3561 181.04192345097547 "2014-03-13 23:57:20.152007592" 3812 Pants
3562 683.1442723395844 "2014-03-14 05:22:08.646432312" 3146 Dresses
3563 360.0327072256623 "2014-03-14 10:46:57.140857040" 3771 Tops
3564 172.0266135223621 "2014-03-14 16:11:45.635281760" 3095 Outerwear
3565 218.3931615286612 "2014-03-14 21:36:34.129706480" 3450 Outerwear
3566 421.3223561196443 "2014-03-15 03:01:22.624131200" 3202 Dresses
3567 100.0936013672674 "2014-03-15 08:26:11.118555920" 3231 Pants
3568 933.8520159936926 "2014-03-15 13:50:59.612980640" 3989 Pants
3569 325.788253077087 "2014-03-15 19:15:48.107405368" 3317 Tops
3570 678.1833649488226 "2014-03-16 00:40:36.601830088" 3692 Tops
3571 643.7887363574101 "2014-03-16 06:05:25.096254808" 3664 Outerwear
3572 413.2626192487564 "2014-03-16 11:30:13.590679528" 3039 Tops
3573 849.2601605112319 "2014-03-16 16:55:02.085104248" 3749 Tops
3574 452.46918802029705 "2014-03-16 22:19:50.579528968" 3334 Outerwear
3575 253.71256651776568 "2014-03-17 03:44:39.073953688" 3929 Dresses
3576 938.3794427839476 "2014-03-17 09:09:27.568378416" 3190 Tops
3577 339.56121529295325 "2014-03-17 14:34:16.062803136" 3667 Tops
3578 461.4148091350596 "2014-03-17 19:59:04.557227856" 3123 Outerwear
3579 136.38395909849532 "2014-03-18 01:23:53.051652576" 3979 Pants
3580 429.4295467153592 "2014-03-18 06:48:41.546077296" 3723 Tops
3581 459.73096843294894 "2014-03-18 12:13:30.040502016" 3899 Tops
3582 713.8308044465014 "2014-03-18 17:38:18.534926744" 3116 Dresses
3583 665.3329334939891 "2014-03-18 23:03:07.029351464" 3908 Outerwear
3584 31.533881496049275 "2014-03-19 04:27:55.523776184" 3549 Pants
3585 662.18167020258 "2014-03-19 09:52:44.018200904" 3145 Dresses
3586 293.2884349015478 "2014-03-19 15:17:32.512625624" 3394 Dresses
3587 989.2117963449126 "2014-03-19 20:42:21.007050344" 3020 Dresses
3588 719.1008190190512 "2014-03-20 02:07:09.501475064" 3263 Tops
3589 714.7650360654667 "2014-03-20 07:31:57.995899792" 3260 Outerwear
3590 115.78544525809829 "2014-03-20 12:56:46.490324512" 3405 Tops
3591 272.5582800900741 "2014-03-20 18:21:34.984749232" 3405 Tops
3592 69.83847521220983 "2014-03-20 23:46:23.479173952" 3150 Tops
3593 630.5521042944576 "2014-03-21 05:11:11.973598672" 3664 Dresses
3594 88.886741577089 "2014-03-21 10:36:00.468023392" 3210 Pants
3595 800.3549570720161 "2014-03-21 16:00:48.962448120" 3436 Tops
3596 766.4335662982144 "2014-03-21 21:25:37.456872840" 3109 Outerwear
3597 168.8508447223443 "2014-03-22 02:50:25.951297560" 3593 Outerwear
3598 701.373759020303 "2014-03-22 08:15:14.445722280" 3187 Pants
3599 543.9694652986552 "2014-03-22 13:40:02.940147000" 3235 Dresses
3600 907.0522544987075 "2014-03-22 19:04:51.434571720" 3867 Pants
3601 915.8800161681656 "2014-03-23 00:29:39.928996440" 3999 Tops
3602 203.12774354527036 "2014-03-23 05:54:28.423421168" 3512 Outerwear
3603 326.77439929038496 "2014-03-23 11:19:16.917845888" 3633 Dresses
3604 155.0179281175945 "2014-03-23 16:44:05.412270608" 3750 Dresses
3605 449.4776913086405 "2014-03-23 22:08:53.906695328" 3776 Dresses
3606 733.1755619964996 "2014-03-24 03:33:42.401120048" 3848 Outerwear
3607 536.8361830685258 "2014-03-24 08:58:30.895544768" 3151 Outerwear
3608 36.8899111759679 "2014-03-24 14:23:19.389969496" 3980 Tops
3609 465.8689721673143 "2014-03-24 19:48:07.884394216" 3403 Pants
3610 938.5090663054967 "2014-03-25 01:12:56.378818936" 3792 Tops
3611 970.2083938113544 "2014-03-25 06:37:44.873243656" 3696 Outerwear
3612 159.36857672004157 "2014-03-25 12:02:33.367668376" 3911 Dresses
3613 239.05747317510443 "2014-03-25 17:27:21.862093096" 3641 Pants
3614 134.70084163710368 "2014-03-25 22:52:10.356517816" 3438 Outerwear
3615 926.9056289434675 "2014-03-26 04:16:58.850942544" 3051 Pants
3616 150.39729020488332 "2014-03-26 09:41:47.345367264" 3034 Dresses
3617 853.7244356248967 "2014-03-26 15:06:35.839791984" 3722 Pants
3618 418.243310815054 "2014-03-26 20:31:24.334216704" 3229 Pants
3619 357.60106385745786 "2014-03-27 01:56:12.828641424" 3799 Pants
3620 99.6981955165385 "2014-03-27 07:21:01.323066144" 3771 Tops
3621 257.3770128011077 "2014-03-27 12:45:49.817490872" 3524 Dresses
3622 830.8291735249127 "2014-03-27 18:10:38.311915592" 3995 Dresses
3623 845.4387047067585 "2014-03-27 23:35:26.806340312" 3084 Dresses
3624 677.6610260823888 "2014-03-28 05:00:15.300765032" 3352 Tops
3625 468.8696548514851 "2014-03-28 10:25:03.795189752" 3323 Outerwear
3626 399.6270081114459 "2014-03-28 15:49:52.289614472" 3000 Tops
3627 535.6703823466069 "2014-03-28 21:14:40.784039192" 3652 Tops
3628 138.54459536772777 "2014-03-29 02:39:29.278463920" 3767 Dresses
3629 302.4301726132017 "2014-03-29 08:04:17.772888640" 3381 Dresses
3630 721.5335839662326 "2014-03-29 13:29:06.267313360" 3085 Pants
3631 859.2370649017299 "2014-03-29 18:53:54.761738080" 3687 Tops
3632 793.85207272741 "2014-03-30 00:18:43.256162800" 3699 Outerwear
3633 742.9408260440416 "2014-03-30 05:43:31.750587520" 3257 Pants
3634 710.3566557857098 "2014-03-30 11:08:20.245012248" 3492 Dresses
3635 717.3816541088619 "2014-03-30 16:33:08.739436968" 3415 Outerwear
3636 572.2072411961666 "2014-03-30 21:57:57.233861688" 3626 Outerwear
3637 880.2238775556765 "2014-03-31 03:22:45.728286408" 3559 Pants
3638 261.23488034777773 "2014-03-31 08:47:34.222711128" 3235 Dresses
3639 713.5466299771257 "2014-03-31 14:12:22.717135848" 3416 Pants
3640 280.7374889779749 "2014-03-31 19:37:11.211560568" 3252 Tops
3641 689.2768960094145 "2014-04-01 01:01:59.705985296" 3401 Outerwear
3642 157.94556137017506 "2014-04-01 06:26:48.200410016" 3934 Outerwear
3643 237.65820883221917 "2014-04-01 11:51:36.694834736" 3082 Dresses
3644 387.07663244315006 "2014-04-01 17:16:25.189259456" 3689 Tops
3645 819.7641161341702 "2014-04-01 22:41:13.683684176" 3736 Pants
3646 216.87439754551497 "2014-04-02 04:06:02.178108896" 3185 Pants
3647 517.5714616378398 "2014-04-02 09:30:50.672533624" 3653 Dresses
3648 564.7354809536777 "2014-04-02 14:55:39.166958344" 3804 Tops
3649 110.92822035520517 "2014-04-02 20:20:27.661383064" 3697 Dresses
3650 59.416223166372156 "2014-04-03 01:45:16.155807784" 3406 Outerwear
3651 400.3440428034823 "2014-04-03 07:10:04.650232504" 3573 Pants
3652 350.9818285841947 "2014-04-03 12:34:53.144657224" 3533 Tops
3653 734.1163209827781 "2014-04-03 17:59:41.639081944" 3062 Pants
3654 254.68598960491335 "2014-04-03 23:24:30.133506672" 3137 Tops
3655 949.5481366382419 "2014-04-04 04:49:18.627931392" 3400 Pants
3656 961.4862882353141 "2014-04-04 10:14:07.122356112" 3761 Dresses
3657 234.2405602158817 "2014-04-04 15:38:55.616780832" 3200 Dresses
3658 121.42550424027228 "2014-04-04 21:03:44.111205552" 3919 Dresses
3659 455.17125067616354 "2014-04-05 02:28:32.605630272" 3121 Dresses
3660 296.9284397291439 "2014-04-05 07:53:21.100055000" 3535 Outerwear
3661 420.4367798352205 "2014-04-05 13:18:09.594479720" 3109 Outerwear
3662 678.1149814846866 "2014-04-05 18:42:58.088904440" 3376 Pants
3663 111.44413486257811 "2014-04-06 00:07:46.583329160" 3988 Tops
3664 387.6451376622836 "2014-04-06 05:32:35.077753880" 3098 Dresses
3665 776.0870698405184 "2014-04-06 10:57:23.572178600" 3477 Outerwear
3666 716.8962838914525 "2014-04-06 16:22:12.066603320" 3135 Dresses
3667 829.6346087801785 "2014-04-06 21:47:00.561028048" 3098 Dresses
3668 566.9697335476282 "2014-04-07 03:11:49.055452768" 3191 Tops
3669 398.5964485747575 "2014-04-07 08:36:37.549877488" 3758 Dresses
3670 674.3621535042131 "2014-04-07 14:01:26.044302208" 3305 Pants
3671 191.78991498511473 "2014-04-07 19:26:14.538726928" 3065 Dresses
3672 718.8505174026791 "2014-04-08 00:51:03.033151648" 3062 Tops
3673 415.1982204911292 "2014-04-08 06:15:51.527576376" 3960 Pants
3674 23.824784674785434 "2014-04-08 11:40:40.022001096" 3081 Outerwear
3675 784.0141161256032 "2014-04-08 17:05:28.516425816" 3756 Dresses
3676 991.5931501458726 "2014-04-08 22:30:17.010850536" 3474 Tops
3677 590.1397230232652 "2014-04-09 03:55:05.505275256" 3008 Tops
3678 994.9657944025015 "2014-04-09 09:19:53.999699976" 3162 Pants
3679 120.19709609240005 "2014-04-09 14:44:42.494124704" 3162 Dresses
3680 766.183109791142 "2014-04-09 20:09:30.988549424" 3267 Tops
3681 431.5495886983604 "2014-04-10 01:34:19.482974144" 3202 Dresses
3682 381.45442745697153 "2014-04-10 06:59:07.977398864" 3634 Outerwear
3683 964.7498242938125 "2014-04-10 12:23:56.471823584" 3362 Pants
3684 750.4125712509839 "2014-04-10 17:48:44.966248304" 3682 Pants
3685 596.5208375705247 "2014-04-10 23:13:33.460673024" 3472 Tops
3686 818.7327265611439 "2014-04-11 04:38:21.955097752" 3543 Pants
3687 913.999808635548 "2014-04-11 10:03:10.449522472" 3786 Pants
3688 522.8792718393356 "2014-04-11 15:27:58.943947192" 3128 Outerwear
3689 143.02931572073734 "2014-04-11 20:52:47.438371912" 3075 Pants
3690 836.3040601813466 "2014-04-12 02:17:35.932796632" 3426 Dresses
3691 47.853715894282985 "2014-04-12 07:42:24.427221352" 3196 Tops
3692 837.1279510821885 "2014-04-12 13:07:12.921646080" 3901 Tops
3693 908.6787916179414 "2014-04-12 18:32:01.416070800" 3059 Tops
3694 934.7006054096286 "2014-04-12 23:56:49.910495520" 3127 Pants
3695 305.4026294215774 "2014-04-13 05:21:38.404920240" 3433 Dresses
3696 893.3806954368677 "2014-04-13 10:46:26.899344960" 3220 Tops
3697 447.7488064034864 "2014-04-13 16:11:15.393769680" 3089 Pants
3698 774.4043229585939 "2014-04-13 21:36:03.888194400" 3026 Pants
3699 639.2355392411012 "2014-04-14 03:00:52.382619120" 3743 Tops
3700 424.1685652622165 "2014-04-14 08:25:40.877043840" 3934 Outerwear
3701 383.29365833602895 "2014-04-14 13:50:29.371468560" 3505 Tops
3702 613.0924623524002 "2014-04-14 19:15:17.865893296" 3211 Tops
3703 269.7851799454527 "2014-04-15 00:40:06.360318016" 3816 Dresses
3704 979.1790646914171 "2014-04-15 06:04:54.854742736" 3804 Tops
3705 249.06150408929432 "2014-04-15 11:29:43.349167456" 3833 Pants
3706 198.2563851742226 "2014-04-15 16:54:31.843592176" 3399 Tops
3707 348.3990391750066 "2014-04-15 22:19:20.338016896" 3347 Tops
